,user_id,dt,condition,id_int,puzzle_cnt,phase,chosen_graph,diff,greedy_solve,greedy_first_v,mis_size,prob,vertices,edges,intersects,valid_sols,success,success_fine,collisions,cumu_success,cumu_fail,cumu_quickfail,cumu_timeout,cumu_success_avg,cumu_fail_avg,has_success,has_fail,has_timeout,avg_success_diff,avg_fail_diff,avg_timeout_diff,time,clicks,selected,cnt_set,cnt_unset,cnt_reset,max_is,cnt_correct,cnt_incorrect,cnt_neutral
476,self-det:18,1666688495992.0,self-det,17,9,train,33,55.162471395881006,True,True,6,0.3496,13,25,10,2,True,success,0,4,3,0,1,0.4444444444444444,0.3333333333333333,1,1,1,56.245624616056936,66.60202329726256,83.61370716510903,37.688,10,6,8,2,0,6,8,2,0
477,static-inc:10,1666688472469.0,static-inc,39,11,train,61,61.138260432378075,True,True,5,0.1989,12,24,9,1,False,blunder,2,2,8,0,0,0.18181818181818182,0.7272727272727273,1,1,0,52.87713634462562,55.69429775584855,0,62.348,11,5,8,3,0,4,3,3,5
478,static-inc:14,1666688510465.0,static-inc,43,13,train,107,68.20747338692158,False,True,7,0.4603,17,36,17,10,False,blunder,2,5,7,2,0,0.38461538461538464,0.5384615384615384,1,1,0,51.3985356995291,59.909847791069645,0,29.267,9,7,8,1,0,6,5,2,2
479,self-det:17,1666688485172.0,self-det,16,5,train,78,64.94240837696336,True,True,6,0.2865,14,30,15,2,False,blunder,1,2,2,0,0,0.4,0.4,1,1,0,52.5842054027744,76.70648015303682,0,53.982,10,6,8,2,0,5,0,1,9
480,static-inc:20,1666689988735.0,static-inc,49,4,train,27,41.6043710204784,True,True,5,0.5811,12,21,6,5,False,blunder,1,0,1,0,2,0.0,0.25,0,1,1,0,40.25320317266626,76.72366932495166,46.054,15,5,11,3,1,4,2,2,11
481,self-det:10,1666688520021.0,self-det,9,7,train,171,38.899029895070285,False,False,5,0.5051,11,18,2,4,True,success,0,3,2,0,1,0.42857142857142855,0.2857142857142857,1,1,1,53.13033891941772,56.592721883771674,83.61370716510903,22.054,5,5,5,0,0,5,5,0,0
482,self-det:19,1666688516890.0,self-det,18,10,train,171,38.899029895070285,False,False,5,0.5051,11,18,2,4,False,blunder,2,0,9,0,0,0.0,0.9,0,1,0,0,51.94003338830939,0,27.709,5,5,5,0,0,2,0,1,4
483,self-det:13,1666688489496.0,self-det,12,17,post-test,304,69.52080344332855,True,True,6,0.2788,15,33,17,3,False,blunder,3,7,9,4,0,0.4117647058823529,0.5294117647058824,1,1,0,40.28768219708622,53.301179432650976,0,58.903,8,6,7,1,0,5,0,1,7
484,self-det:23,1666688530764.0,self-det,22,11,train,54,69.08608321377332,False,True,7,0.3485,17,32,11,6,True,success,0,7,2,1,1,0.6363636363636364,0.18181818181818182,1,1,1,68.98925243592355,70.43668233073167,78.3157894736842,15.699,7,7,7,0,0,7,7,0,0
485,static-inc:12,1666688535429.0,static-inc,41,15,train,99,78.31834259727135,True,True,6,0.1979,15,33,18,2,False,quick_blunder,5,4,10,6,0,0.26666666666666666,0.6666666666666666,1,1,0,53.26961490648127,60.26054133372985,0,14.944,6,6,6,0,0,1,0,1,5
486,self-det:8,1666688506100.0,self-det,7,10,train,167,36.9009900990099,True,True,5,0.505,11,16,2,4,False,blunder,2,2,6,1,1,0.2,0.6,1,1,1,59.8348600563212,59.76210867734062,54.75277828384041,41.339,5,5,5,0,0,4,1,1,3
487,self-det:20,1666688454094.0,self-det,19,4,train,9,64.96878901373283,True,True,6,0.2403,13,27,6,1,False,time,0,2,0,0,1,0.5,0.0,1,0,1,55.04341732873027,0,83.61370716510903,90,32,6,23,7,2,6,9,3,20
488,self-det:24,1666688515940.0,self-det,23,6,train,136,65.11436763300414,True,True,6,0.3139,14,32,23,2,True,success,0,2,2,0,1,0.3333333333333333,0.3333333333333333,1,1,1,52.64161660134815,74.44607843137254,69.52080344332855,34.583,10,6,8,2,0,6,7,1,2
489,static-inc:22,1666688480094.0,static-inc,51,13,train,107,68.20747338692158,False,True,7,0.4603,17,36,17,10,False,blunder,1,8,3,3,1,0.6153846153846154,0.23076923076923078,1,1,1,50.36251642507916,72.32248205643225,56.09401709401709,64.149,33,7,20,13,0,6,2,1,30
490,static-inc:15,1666688462123.0,static-inc,44,9,train,151,55.54930082466834,True,True,7,0.5578,15,28,14,6,False,time,0,4,2,0,2,0.4444444444444444,0.2222222222222222,1,1,1,44.91424534079406,51.698754044586295,76.86289417376969,90,13,6,12,0,1,6,9,2,2
491,static-inc:9,1666688512902.0,static-inc,38,7,train,148,51.58524811739718,True,True,6,0.5179,14,26,6,6,False,blunder,1,0,5,0,1,0.0,0.7142857142857143,0,1,1,0,49.427872536614835,83.8921568627451,40.439,8,6,7,1,0,5,6,2,0
492,self-det:11,1666688498170.0,self-det,10,10,train,136,65.11436763300414,True,True,6,0.3139,14,32,23,2,False,blunder,1,5,3,0,1,0.5,0.3,1,1,1,60.18512254417603,69.91109050378914,83.61370716510903,55.463,14,6,12,1,1,5,5,2,7
493,static-inc:8,1666688466284.0,static-inc,37,10,train,67,58.834616795012835,True,True,7,0.5454,16,30,15,8,True,success,0,2,4,3,3,0.2,0.4,1,1,1,48.84919405724774,60.00205469344105,51.468030294925875,81.174,17,7,12,5,0,7,2,1,14
494,static-inc:21,1666688535986.0,static-inc,50,10,train,159,58.84938481120068,True,True,7,0.4714,16,28,13,10,True,success,0,7,2,2,0,0.7,0.2,1,1,0,54.45426825381031,55.785154026513865,0,33.684,9,7,8,1,0,7,8,1,0
495,static-inc:6,1666688508966.0,static-inc,35,17,post-test,304,69.52080344332855,True,True,6,0.2788,15,33,17,3,False,blunder,1,7,8,3,1,0.4117647058823529,0.47058823529411764,1,1,1,58.71428570886819,63.981762090361954,55.898641588296755,53.49,22,6,14,8,0,5,2,2,18
496,static-inc:17,1666688519543.0,static-inc,46,12,train,152,64.25192519251925,True,True,7,0.3636,16,29,9,4,False,blunder,1,5,4,0,2,0.4166666666666667,0.3333333333333333,1,1,1,46.80172390037971,62.504945608120444,64.10254562768483,30.094,7,7,7,0,0,4,4,1,2
497,self-det:18,1666688535904.0,self-det,17,10,train,69,55.08912056499075,True,True,6,0.5947,15,30,12,10,True,success,0,5,3,0,1,0.5,0.3,1,1,1,56.02899397202175,66.60202329726256,83.61370716510903,24.361,6,6,6,0,0,6,6,0,0
498,self-det:9,1666688524336.0,self-det,8,4,train,115,64.5680473372781,True,True,7,0.4225,16,32,30,5,False,blunder,2,0,2,1,1,0.0,0.5,0,1,1,0,54.84460712443867,83.61370716510903,32.17,11,7,9,2,0,4,5,2,4
499,self-det:6,1666688507023.0,self-det,5,10,train,6,53.537407797681766,True,True,6,0.5694,15,28,7,10,True,success,0,3,5,1,1,0.3,0.5,1,1,1,46.034323181111,69.21967228160223,54.16902457185406,58.353,20,6,13,7,0,6,6,4,10
500,self-det:10,1666688545290.0,self-det,9,8,train,161,40.001100110011,True,True,5,0.4545,11,18,3,2,True,success,0,4,2,0,1,0.5,0.25,1,1,1,49.57251166333086,56.592721883771674,83.61370716510903,18.977,5,5,5,0,0,5,5,0,0
501,static-inc:13,1666688532119.0,static-inc,42,16,post-test,303,69.83363148479428,False,True,6,0.2236,15,28,6,3,False,blunder,2,9,3,2,3,0.5625,0.1875,1,1,1,55.207694933402045,65.81023541969533,66.9465018609558,35.021,20,6,13,7,0,5,1,2,17
502,static-inc:12,1666688555176.0,static-inc,41,16,post-test,306,83.8921568627451,True,True,7,0.1632,15,26,8,1,False,quick_blunder,9,4,11,7,0,0.25,0.6875,1,1,0,53.26961490648127,61.90215963041544,0,17.875,7,7,7,0,0,1,0,1,6
503,static-inc:10,1666688537129.0,static-inc,39,12,train,183,63.93296089385475,True,True,6,0.2148,13,23,6,1,False,blunder,1,2,9,0,0,0.16666666666666666,0.75,1,1,0,52.87713634462562,56.299182497685166,0,31.34,8,6,7,1,0,5,0,1,7
504,static-inc:14,1666688541601.0,static-inc,43,14,train,65,72.28868841082581,True,True,7,0.2882,17,31,8,6,True,success,0,5,8,2,0,0.35714285714285715,0.5714285714285714,1,1,0,51.3985356995291,60.94705099055115,0,29.334,9,7,8,1,0,7,8,1,0
505,static-inc:6,1666688564101.0,static-inc,35,18,post-test,302,40.168410805548795,True,True,5,0.4109,10,18,2,1,True,success,0,7,9,3,1,0.3888888888888889,0.5,1,1,1,58.71428570886819,64.59721112958046,55.898641588296755,8.121,5,5,5,0,0,5,5,0,0
506,self-det:23,1666688548126.0,self-det,22,12,train,190,78.45248029670839,False,True,7,0.2157,16,30,8,2,False,blunder,1,8,2,1,1,0.6666666666666666,0.16666666666666666,1,1,1,69.00135628315476,70.43668233073167,78.3157894736842,22.605,9,7,8,1,0,1,1,2,6
507,self-det:19,1666688548146.0,self-det,18,11,train,10,39.35186002058521,True,True,5,0.6801,12,20,6,6,False,blunder,2,0,10,0,0,0.0,0.9090909090909091,0,1,0,0,50.63593303898547,0,25.075,5,5,5,0,0,2,2,1,2
508,static-inc:13,1666688570813.0,static-inc,42,17,post-test,301,40.25320317266626,False,False,5,0.3278,10,15,1,1,True,success,0,9,4,2,3,0.5294117647058824,0.23529411764705882,1,1,1,55.207694933402045,66.81608443597007,66.9465018609558,5.436,5,5,5,0,0,5,5,0,0
509,self-det:20,1666688553973.0,self-det,19,5,train,1,65.03003003003003,False,False,6,0.1998,13,22,3,1,False,blunder,1,2,0,0,2,0.4,0.0,1,0,1,55.04341732873027,0,74.29124808942093,23.643,12,6,9,3,0,5,5,2,5
510,static-inc:8,1666688549357.0,static-inc,37,11,train,61,61.138260432378075,True,True,5,0.1989,12,24,9,1,False,blunder,2,3,4,3,3,0.2727272727272727,0.36363636363636365,1,1,1,52.17766830316944,60.00205469344105,51.468030294925875,20.79,5,5,5,0,0,2,2,1,2
511,self-det:18,1666688564125.0,self-det,17,11,train,145,54.761726078799256,True,True,6,0.3198,13,23,7,2,False,quick_blunder,1,6,3,0,1,0.5454545454545454,0.2727272727272727,1,1,1,55.87234840418325,66.60202329726256,83.61370716510903,16.962,6,6,6,0,0,4,2,1,3
512,self-det:15,1666688505818.0,self-det,14,7,train,39,54.53125,True,True,6,0.3072,13,22,11,2,False,blunder,1,2,1,0,3,0.2857142857142857,0.14285714285714285,1,1,1,42.175364322868795,69.52080344332855,67.72199832002042,71.161,12,6,9,3,0,5,6,4,2
513,static-inc:7,1666688491890.0,static-inc,36,15,train,99,78.31834259727135,True,True,6,0.1979,15,33,18,2,False,time,0,9,5,0,0,0.6,0.3333333333333333,1,1,0,53.70254532880891,66.65449339540464,0,90,0,0,0,0,0,0,0,0,0
514,self-det:22,1666688515917.0,self-det,21,7,train,96,67.14625733011383,True,True,7,0.2899,16,27,8,3,True,success,0,4,1,0,1,0.5714285714285714,0.14285714285714285,1,1,1,60.000215333526484,76.70393374741201,83.8921568627451,68.742,13,7,10,3,0,7,8,2,3
515,self-det:10,1666688565927.0,self-det,9,9,train,126,40.092562284051645,False,False,5,0.5499,12,19,3,7,False,quick_blunder,1,5,2,0,1,0.5555555555555556,0.2222222222222222,1,1,1,47.658229352666886,56.592721883771674,83.61370716510903,12.531,5,5,5,0,0,3,3,1,1
516,self-det:14,1666688489622.0,self-det,13,18,post-test,306,83.8921568627451,True,True,7,0.1632,15,26,8,1,False,time,0,7,10,4,0,0.3888888888888889,0.5555555555555556,1,1,0,71.36170880964828,81.25122312900994,0,90,55,1,28,27,0,6,10,10,35
517,static-inc:22,1666688549069.0,static-inc,51,14,train,68,72.51676528599606,False,True,7,0.2028,15,23,3,2,False,blunder,1,8,4,3,1,0.5714285714285714,0.2857142857142857,1,1,1,50.36251642507916,71.29372988905459,56.09401709401709,36.327,19,7,13,6,0,6,2,2,15
518,self-det:17,1666688541981.0,self-det,16,6,train,39,54.53125,True,True,6,0.3072,13,22,11,2,True,success,0,2,3,0,0,0.3333333333333333,0.5,1,1,0,52.5842054027744,72.78512289434566,0,46.661,14,6,12,1,1,6,12,2,0
519,static-inc:9,1666688556455.0,static-inc,38,8,train,168,54.16902457185406,True,True,6,0.5372,14,29,13,6,False,blunder,7,0,6,0,1,0.0,0.75,0,1,1,0,49.78743513341189,83.8921568627451,32.583,6,6,6,0,0,1,1,1,4
520,static-inc:16,1666688499832.0,static-inc,45,6,train,142,49.326530612244895,True,True,6,0.3675,13,20,6,3,False,time,4,0,4,1,1,0.0,0.6666666666666666,0,1,1,0,49.37428538063921,83.8921568627451,90,15,7,11,4,0,5,2,1,12
521,self-det:13,1666688549929.0,self-det,12,18,post-test,306,83.8921568627451,True,True,7,0.1632,15,26,8,1,False,blunder,4,7,10,4,0,0.3888888888888889,0.5555555555555556,1,1,0,40.28768219708622,54.92314183371874,0,43.548,7,7,7,0,0,5,0,1,6
522,self-det:20,1666688581843.0,self-det,19,6,train,136,65.11436763300414,True,True,6,0.3139,14,32,23,2,False,quick_blunder,2,2,1,0,2,0.3333333333333333,0.16666666666666666,1,1,1,55.04341732873027,65.03003003003003,74.29124808942093,10.073,6,6,6,0,0,5,5,1,0
523,static-inc:10,1666688570842.0,static-inc,39,13,train,109,68.16346790205162,True,True,7,0.3022,16,29,8,3,False,quick_blunder,2,2,10,0,0,0.15384615384615385,0.7692307692307693,1,1,0,52.87713634462562,57.06256033730212,0,19.547,7,7,7,0,0,6,6,1,0
524,static-inc:19,1666688501398.0,static-inc,48,8,train,168,54.16902457185406,True,True,6,0.5372,14,29,13,6,False,time,2,4,3,1,0,0.5,0.375,1,1,0,54.25937454916552,55.028164983206274,0,90,15,5,10,5,0,5,4,1,10
525,self-det:12,1666688507579.0,self-det,11,8,train,181,65.62692921766897,True,True,7,0.3758,17,30,10,8,False,blunder,2,2,5,0,0,0.25,0.625,1,1,0,64.99940952188143,64.73914774892532,0,83.462,13,7,10,3,0,5,3,1,9
526,static-inc:14,1666688572738.0,static-inc,43,15,train,173,78.3157894736842,False,True,7,0.266,16,36,24,2,False,blunder,3,6,8,2,0,0.4,0.5333333333333333,1,1,0,54.88022781807856,60.94705099055115,0,22.277,7,7,7,0,0,6,3,1,3
527,self-det:24,1666688554140.0,self-det,23,7,train,14,74.09796314258003,False,True,6,0.2062,14,31,22,1,False,blunder,1,3,2,0,1,0.42857142857142855,0.2857142857142857,1,1,1,56.79920027856681,74.44607843137254,69.52080344332855,43.678,6,6,6,0,0,3,0,1,5
528,static-inc:17,1666688563295.0,static-inc,46,13,train,109,68.16346790205162,True,True,7,0.3022,16,29,8,3,True,success,0,5,5,0,2,0.38461538461538464,0.38461538461538464,1,1,1,46.80172390037971,62.8543415250002,64.10254562768483,34.016,9,7,8,1,0,7,3,1,5
529,static-inc:12,1666688575800.0,static-inc,41,17,post-test,304,69.52080344332855,True,True,6,0.2788,15,33,17,3,False,blunder,2,4,12,8,0,0.23529411764705882,0.7058823529411765,1,1,0,53.26961490648127,63.73465939977624,0,26.157,8,6,7,1,0,3,0,1,7
530,self-det:18,1666688583287.0,self-det,17,12,train,162,54.75277828384041,True,True,7,0.5489,16,26,7,9,True,success,0,6,4,1,1,0.5,0.3333333333333333,1,1,1,55.87234840418325,63.64194899264673,83.61370716510903,16.033,7,7,7,0,0,7,7,0,0
531,static-inc:15,1666688554102.0,static-inc,44,10,train,159,58.84938481120068,True,True,7,0.4714,16,28,13,10,True,success,0,4,2,0,3,0.4,0.2,1,1,1,44.91424534079406,51.698754044586295,69.75836305740258,46.938,13,7,12,0,1,7,8,1,4
532,self-det:9,1666688565194.0,self-det,8,5,train,46,53.70500076464291,True,True,7,0.6539,16,27,8,14,False,blunder,6,0,3,1,1,0.0,0.6,0,1,1,0,58.08575386205181,83.61370716510903,32.246,11,7,9,2,0,3,2,2,7
533,self-det:19,1666688576753.0,self-det,18,12,train,113,40.160864785635766,True,True,5,0.5458,11,20,4,3,False,blunder,1,0,11,0,0,0.0,0.9166666666666666,0,1,0,0,49.6101082191309,0,29.787,7,5,6,1,0,3,1,1,5
534,self-det:8,1666688549319.0,self-det,7,11,train,112,35.44822373393802,True,True,5,0.5292,11,15,3,4,False,blunder,2,2,7,1,1,0.18181818181818182,0.6363636363636364,1,1,1,59.8348600563212,56.49623459472195,54.75277828384041,57.015,11,5,8,3,0,4,3,4,4
535,static-inc:8,1666688575157.0,static-inc,37,12,train,183,63.93296089385475,True,True,6,0.2148,13,23,6,1,True,success,0,3,5,3,3,0.25,0.4166666666666667,1,1,1,52.17766830316944,60.22929584122846,51.468030294925875,28.792,6,6,6,0,0,6,6,0,0
536,self-det:15,1666688581415.0,self-det,14,8,train,138,54.72731173567904,True,True,5,0.4661,13,31,21,4,True,success,0,2,2,0,3,0.25,0.25,1,1,1,42.175364322868795,62.02602672166427,67.72199832002042,27.007,7,5,6,1,0,5,6,1,0
537,self-det:21,1666688577465.0,self-det,20,1,pre-test,301,40.25320317266626,False,False,5,0.3278,10,15,1,1,True,success,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,30.188,7,5,6,1,0,5,6,1,0
538,static-inc:13,1666688577659.0,static-inc,42,18,post-test,305,83.61370716510903,False,True,7,0.1605,15,25,4,1,True,success,0,10,4,2,3,0.5555555555555556,0.2222222222222222,1,1,1,53.71224575732847,66.81608443597007,66.9465018609558,40.688,25,7,16,9,0,7,3,1,21
539,static-inc:10,1666688593117.0,static-inc,39,14,train,101,72.48408534452605,False,True,7,0.2859,16,32,15,3,False,blunder,3,2,11,1,0,0.14285714285714285,0.7857142857142857,1,1,0,52.87713634462562,58.07173375227935,0,24.139,7,7,7,0,0,2,1,1,5
540,self-det:18,1666688601445.0,self-det,17,13,train,62,54.618213157138754,True,True,6,0.6962,15,31,20,10,False,quick_blunder,1,7,4,1,1,0.5384615384615384,0.3076923076923077,1,1,1,55.71240981556285,63.64194899264673,83.61370716510903,16.746,6,6,6,0,0,3,3,1,2
541,self-det:10,1666688584737.0,self-det,9,10,train,156,40.27988121752042,True,True,5,0.5388,11,20,6,2,True,success,0,5,3,1,1,0.5,0.3,1,1,1,47.658229352666886,51.09266868386499,83.61370716510903,33.018,5,5,5,0,0,5,5,0,0
542,static-inc:21,1666688571258.0,static-inc,50,11,train,74,60.96351197263398,True,True,7,0.4385,16,29,8,6,True,success,0,8,2,2,0,0.7272727272727273,0.18181818181818182,1,1,0,55.003657823484104,55.785154026513865,0,58.538,9,7,8,1,0,7,8,1,0
543,static-inc:19,1666688593518.0,static-inc,48,9,train,153,56.09401709401709,False,False,6,0.351,13,26,13,2,False,blunder,1,4,3,1,1,0.4444444444444444,0.3333333333333333,1,1,1,54.25937454916552,55.028164983206274,54.16902457185406,27.071,6,6,6,0,0,4,0,1,5
544,self-det:19,1666688609696.0,self-det,18,13,train,156,40.27988121752042,True,True,5,0.5388,11,20,6,2,False,quick_blunder,2,0,12,0,0,0.0,0.9230769230769231,0,1,0,0,48.82267126633965,0,13.5,5,5,5,0,0,2,1,1,3
545,static-inc:14,1666688605574.0,static-inc,43,16,post-test,304,69.52080344332855,True,True,6,0.2788,15,33,17,3,False,quick_blunder,1,6,9,2,0,0.375,0.5625,1,1,0,54.88022781807856,62.87691082201037,0,19.556,6,6,6,0,0,2,1,1,4
546,self-det:23,1666688573558.0,self-det,22,13,train,108,76.70393374741201,True,True,7,0.3381,18,38,19,8,True,success,0,8,3,1,1,0.6153846153846154,0.23076923076923078,1,1,1,69.00135628315476,73.10861498605725,78.3157894736842,53.984,11,7,9,2,0,7,8,2,1
547,self-det:21,1666688613534.0,self-det,20,2,pre-test,304,69.52080344332855,True,True,6,0.2788,15,33,17,3,False,quick_blunder,3,1,0,0,0,0.5,0.0,1,0,0,40.25320317266626,0,0,10.496,6,6,6,0,0,2,0,1,5
548,static-inc:16,1666688593404.0,static-inc,45,7,train,148,51.58524811739718,True,True,6,0.5179,14,26,6,6,True,success,0,0,4,1,2,0.0,0.5714285714285714,0,1,1,0,49.37428538063921,66.609343737495,37.761,8,6,7,1,0,6,5,1,2
549,self-det:24,1666688600168.0,self-det,23,8,train,152,64.25192519251925,True,True,7,0.3636,16,29,9,4,False,blunder,2,3,3,0,1,0.375,0.375,1,1,1,56.79920027856681,74.33004000177503,69.52080344332855,35.378,9,7,8,1,0,5,1,2,6
550,static-inc:20,1666690037699.0,static-inc,49,5,train,16,46.11876388608362,True,True,6,0.4951,13,21,2,4,False,time,0,0,2,0,2,0.0,0.4,0,1,1,0,40.928787096572336,76.72366932495166,90,22,3,18,1,3,5,12,5,5
551,static-inc:9,1666688592060.0,static-inc,38,9,train,153,56.09401709401709,False,False,6,0.351,13,26,13,2,False,blunder,5,0,7,0,1,0.0,0.7777777777777778,0,1,1,0,50.41337648176077,83.8921568627451,42.817,6,6,6,0,0,1,0,1,5
552,self-det:15,1666688611140.0,self-det,14,9,train,62,54.618213157138754,True,True,6,0.6962,15,31,20,10,True,success,0,3,2,0,3,0.3333333333333333,0.2222222222222222,1,1,1,46.35934679380554,62.02602672166427,67.72199832002042,21.698,6,6,6,0,0,6,6,0,0
553,static-inc:17,1666688599750.0,static-inc,46,14,train,65,72.28868841082581,True,True,7,0.2882,17,31,8,6,True,success,0,6,5,0,2,0.42857142857142855,0.35714285714285715,1,1,1,50.362014567325026,62.8543415250002,64.10254562768483,36.368,9,7,8,1,0,7,8,1,0
554,self-det:17,1666688590744.0,self-det,16,7,train,138,54.72731173567904,True,True,5,0.4661,13,31,21,4,True,success,0,3,3,0,0,0.42857142857142855,0.42857142857142855,1,1,0,53.23322026851627,72.78512289434566,0,48.651,9,5,7,2,0,5,7,2,0
555,static-inc:14,1666688627327.0,static-inc,43,17,post-test,301,40.25320317266626,False,False,5,0.3278,10,15,1,1,True,success,0,6,10,3,0,0.35294117647058826,0.5882352941176471,1,1,0,54.88022781807856,63.541300084142186,0,14.192,5,5,5,0,0,5,5,0,0
556,self-det:8,1666688608263.0,self-det,7,12,train,10,39.35186002058521,True,True,5,0.6801,12,20,6,6,False,blunder,2,2,8,1,1,0.16666666666666666,0.6666666666666666,1,1,1,59.8348600563212,53.86523323712395,54.75277828384041,31.83,5,5,5,0,0,4,3,1,1
557,self-det:18,1666688620143.0,self-det,17,14,train,124,54.27383809731617,True,True,7,0.4583,15,24,5,6,False,blunder,2,7,5,2,1,0.5,0.35714285714285715,1,1,1,55.71240981556285,61.83720182554514,83.61370716510903,24.663,9,7,8,1,0,3,3,1,5
558,static-inc:12,1666688605506.0,static-inc,41,18,post-test,302,40.168410805548795,True,True,5,0.4109,10,18,2,1,False,blunder,5,4,13,8,0,0.2222222222222222,0.7222222222222222,1,1,0,53.26961490648127,64.17974740312641,0,42.573,15,5,10,5,0,4,3,1,11
559,self-det:11,1666688556743.0,self-det,10,11,train,78,64.94240837696336,True,True,6,0.2865,14,30,15,2,False,time,1,5,4,0,1,0.45454545454545453,0.36363636363636365,1,1,1,60.18512254417603,68.71190978609289,83.61370716510903,88.053,20,6,13,7,0,4,0,1,19
560,static-inc:10,1666688619305.0,static-inc,39,15,train,99,78.31834259727135,True,True,6,0.1979,15,33,18,2,False,blunder,2,2,12,1,0,0.13333333333333333,0.8,1,1,0,52.87713634462562,59.27276305163324,0,26.25,6,6,6,0,0,5,1,1,4
561,static-inc:8,1666688606042.0,static-inc,37,13,train,107,68.20747338692158,False,True,7,0.4603,17,36,17,10,True,success,0,4,5,3,3,0.3076923076923077,0.38461538461538464,1,1,1,55.11649145084077,60.22929584122846,51.468030294925875,38.404,9,7,8,1,0,7,8,1,0
562,self-det:22,1666688587065.0,self-det,21,8,train,59,66.74988854213107,False,True,6,0.2243,14,26,7,2,True,success,0,5,1,0,1,0.625,0.125,1,1,1,61.42942373284395,76.70393374741201,83.8921568627451,68.263,14,6,10,4,0,6,9,1,4
563,self-det:20,1666688596675.0,self-det,19,7,train,163,65.0,True,True,6,0.4,15,35,21,6,False,blunder,1,2,2,1,2,0.2857142857142857,0.2857142857142857,1,1,1,55.04341732873027,65.07219883151708,74.29124808942093,51.15,16,6,11,5,0,6,8,4,4
564,self-det:6,1666688568350.0,self-det,5,11,train,4,62.908004778972526,False,True,7,0.3348,16,26,10,5,False,time,0,4,5,1,1,0.36363636363636365,0.45454545454545453,1,1,1,47.91009433525369,69.21967228160223,54.16902457185406,90,32,3,21,9,2,6,7,5,20
565,self-det:24,1666688637987.0,self-det,23,9,train,183,63.93296089385475,True,True,6,0.2148,13,23,6,1,True,success,0,3,4,0,1,0.3333333333333333,0.4444444444444444,1,1,1,56.79920027856681,71.8105112994611,69.52080344332855,21.451,6,6,6,0,0,6,6,0,0
566,self-det:17,1666688641714.0,self-det,16,8,train,145,54.761726078799256,True,True,6,0.3198,13,23,7,2,True,success,0,4,3,0,0,0.5,0.375,1,1,0,53.60674313530696,72.78512289434566,0,18.237,6,6,6,0,0,6,6,0,0
567,self-det:19,1666688625922.0,self-det,18,14,train,50,41.441668073611346,True,True,5,0.5923,12,21,5,6,False,blunder,1,0,13,1,0,0.0,0.9285714285714286,0,1,0,0,48.16553357027662,0,34.897,5,5,5,0,0,4,4,1,0
568,self-det:20,1666688659657.0,self-det,19,8,train,33,55.162471395881006,True,True,6,0.3496,13,25,10,2,False,quick_blunder,2,2,3,1,2,0.25,0.375,1,1,1,55.04341732873027,65.04813255434472,74.29124808942093,12.552,6,6,6,0,0,4,4,1,1
569,static-inc:21,1666688631191.0,static-inc,50,12,train,183,63.93296089385475,True,True,6,0.2148,13,23,6,1,True,success,0,9,2,2,0,0.75,0.16666666666666666,1,1,0,55.66586384005631,55.785154026513865,0,50.013,24,6,15,9,0,6,6,2,16
570,static-inc:22,1666688586665.0,static-inc,51,15,train,99,78.31834259727135,True,True,6,0.1979,15,33,18,2,True,success,0,8,5,3,1,0.5333333333333333,0.3333333333333333,1,1,1,50.36251642507916,71.53833696844288,56.09401709401709,83.525,30,6,18,12,0,6,5,1,24
571,self-det:23,1666688629071.0,self-det,22,14,train,53,75.33159268929504,True,True,6,0.1915,14,30,18,1,False,blunder,1,9,3,1,1,0.6428571428571429,0.21428571428571427,1,1,1,69.85719822362779,73.10861498605725,78.3157894736842,45.57,16,6,11,5,0,5,9,4,3
572,self-det:12,1666688595104.0,self-det,11,9,train,187,76.30531732418524,False,True,6,0.1749,14,28,14,1,False,blunder,3,2,6,0,0,0.2222222222222222,0.6666666666666666,1,1,0,64.99940952188143,64.88711132704925,0,83.53,16,6,11,5,0,4,0,1,15
573,self-det:17,1666688661926.0,self-det,16,9,train,152,64.25192519251925,True,True,7,0.3636,16,29,9,4,True,success,0,5,3,0,0,0.5555555555555556,0.3333333333333333,1,1,0,53.83773972400542,72.78512289434566,0,20.93,7,7,7,0,0,7,7,0,0
574,static-inc:14,1666688643244.0,static-inc,43,18,post-test,306,83.8921568627451,True,True,7,0.1632,15,26,8,1,False,blunder,2,7,10,3,0,0.3888888888888889,0.5555555555555556,1,1,0,52.79065286873394,63.541300084142186,0,40.604,11,7,9,2,0,4,0,1,10
575,static-inc:10,1666688651112.0,static-inc,39,16,post-test,304,69.52080344332855,True,True,6,0.2788,15,33,17,3,False,blunder,5,2,13,1,0,0.125,0.8125,1,1,0,52.87713634462562,60.737807632066946,0,31.576,12,6,9,3,0,2,0,1,11
576,static-inc:16,1666688634980.0,static-inc,45,8,train,72,54.265531726730046,True,True,6,0.4523,15,26,11,10,False,blunder,2,1,4,1,2,0.125,0.5,1,1,1,51.58524811739718,49.37428538063921,66.609343737495,48.599,10,6,8,2,0,5,5,2,3
577,self-det:11,1666688648625.0,self-det,10,12,train,152,64.25192519251925,True,True,7,0.3636,16,29,9,4,True,success,0,5,4,0,2,0.4166666666666667,0.3333333333333333,1,1,1,60.18512254417603,68.71190978609289,74.2780577710362,40.369,7,7,7,0,0,7,7,0,0
